Game,Draw Date,Winning Combination,Jackpot (PHP),Winners
Grand Lotto 6/55,2025-05-19,33-51-28-23-31-20,"29,700,000.00",0
4D Lotto,2025-05-19,6-7-7-9,"69,647.00",13
Ultra Lotto 6/58,2025-05-18,53-34-46-11-50-49,"63,790,157.00",0
Super Lotto 6/49,2025-05-18,06-46-37-04-18-03,"24,342,614.00",0
Lotto 6/42,2025-05-17,15-32-14-28-13-08,"53,228,564.80",0
Grand Lotto 6/55,2025-05-17,30-29-42-28-02-43,"331,359,271.20",1
6D Lotto,2025-05-17,1-0-4-2-5-3,"1,844,600.92",0
Ultra Lotto 6/58,2025-05-16,36-53-20-27-46-24,"59,537,852.00",0
Mega Lotto 6/45,2025-05-16,42-33-43-41-08-21,"53,398,357.40",0
4D Lotto,2025-05-16,7-6-2-5,"10,000.00",28
Super Lotto 6/49,2025-05-15,02-05-18-13-45-14,"20,618,241.80",0
Lotto 6/42,2025-05-15,22-14-24-21-08-06,"48,153,537.40",0
6D Lotto,2025-05-15,0-5-1-5-9-1,"1,764,447.32",0
Mega Lotto 6/45,2025-05-14,12-34-07-20-29-45,"48,482,132.40",0
Grand Lotto 6/55,2025-05-14,51-21-42-04-25-17,"320,220,530.40",0
4D Lotto,2025-05-14,6-4-4-8,"44,405.00",18
Ultra Lotto 6/58,2025-05-13,09-07-51-14-41-46,"55,230,643.40",0
Super Lotto 6/49,2025-05-13,16-41-29-04-43-19,"17,504,028.80",0
Lotto 6/42,2025-05-13,12-09-15-16-24-20,"43,009,332.60",0
6D Lotto,2025-05-13,3-2-1-0-9-4,"1,714,447.32",0
Mega Lotto 6/45,2025-05-12,21-34-27-44-37-41,"44,127,448.20",0
Grand Lotto 6/55,2025-05-12,10-26-43-45-04-30,"310,394,107.20",0
4D Lotto,2025-05-12,6-9-5-0,"58,700.00",11
Ultra Lotto 6/58,2025-05-11,24-10-30-34-51-13,"52,062,729.20",0
Super Lotto 6/49,2025-05-11,47-48-03-33-12-41,"15,840,000.00",0
Lotto 6/42,2025-05-10,38-42-12-01-32-11,"38,971,450.60",0
Grand Lotto 6/55,2025-05-10,51-09-42-28-40-31,"302,420,224.80",0
6D Lotto,2025-05-10,2-6-7-0-1-8,"1,227,570.76",0
Ultra Lotto 6/58,2025-05-09,54-43-40-04-14-36,"49,500,000.00",0
Mega Lotto 6/45,2025-05-09,33-45-39-07-30-26,"40,541,906.40",0
4D Lotto,2025-05-09,4-2-4-7,"48,939.00",18
Super Lotto 6/49,2025-05-08,31-02-20-48-47-28,"15,840,000.00",0
Lotto 6/42,2025-05-08,15-39-21-40-16-27,"34,708,834.80",0
6D Lotto,2025-05-08,4-0-6-5-8-2,"1,177,570.76",0
Mega Lotto 6/45,2025-05-07,07-26-04-41-03-39,"36,194,731.80",0
Grand Lotto 6/55,2025-05-07,24-52-20-34-22-43,"292,223,660.40",0
4D Lotto,2025-05-07,0-2-3-1,"71,394.00",10
Ultra Lotto 6/58,2025-05-06,54-06-40-30-49-20,"49,500,000.00",0
Super Lotto 6/49,2025-05-06,28-47-14-41-40-12,"15,840,000.00",0
Lotto 6/42,2025-05-06,40-14-09-24-39-06,"30,056,709.40",0
6D Lotto,2025-05-06,9-0-1-5-0-4,"465,032.92",0
Mega Lotto 6/45,2025-05-05,02-03-32-07-11-36,"32,176,487.00",0
Grand Lotto 6/55,2025-05-05,27-24-01-31-53-23,"282,975,564.40",0
4D Lotto,2025-05-05,0-6-5-4,"39,221.00",20
Ultra Lotto 6/58,2025-05-04,22-40-13-58-23-25,"49,500,000.00",0
Super Lotto 6/49,2025-05-04,33-43-06-16-29-48,"15,840,000.00",0
Lotto 6/42,2025-05-03,30-11-18-34-15-31,"26,282,941.20",0
Grand Lotto 6/55,2025-05-03,22-02-35-37-42-19,"274,035,873.20",0
6D Lotto,2025-05-03,0-2-0-8-8-2,"3,028,488.00",1
Ultra Lotto 6/58,2025-05-02,11-20-16-30-08-57,"49,500,000.00",0
Mega Lotto 6/45,2025-05-02,37-25-36-12-21-35,"28,188,025.00",0
4D Lotto,2025-05-02,6-6-9-8,"48,070.00",19
Super Lotto 6/49,2025-05-01,27-04-06-34-13-01,"15,840,000.00",0
Lotto 6/42,2025-05-01,40-11-34-42-08-19,"22,383,750.80",0
6D Lotto,2025-05-01,0-6-5-7-2-1,"2,714,297.88",0
Mega Lotto 6/45,2025-04-30,36-40-31-18-37-09,"24,177,594.80",0
Grand Lotto 6/55,2025-04-30,27-55-44-19-48-43,"264,443,908.40",0
4D Lotto,2025-04-30,4-4-5-6,"73,067.00",11
Ultra Lotto 6/58,2025-04-29,39-05-11-45-10-25,"49,500,000.00",0
Super Lotto 6/49,2025-04-29,24-02-10-09-25-05,"22,432,132.60",2
Lotto 6/42,2025-04-29,31-13-17-25-28-35,"18,428,250.60",0
6D Lotto,2025-04-29,2-6-9-6-5-0,"2,137,732.76",0
Mega Lotto 6/45,2025-04-28,39-23-44-43-08-30,"20,377,695.00",0
Grand Lotto 6/55,2025-04-28,41-34-37-26-30-28,"255,420,159.60",0
4D Lotto,2025-04-28,4-7-9-2,"28,931.00",34
Ultra Lotto 6/58,2025-04-27,19-08-17-55-28-02,"49,500,000.00",0
Super Lotto 6/49,2025-04-27,39-07-08-40-35-30,"19,595,118.00",0
Lotto 6/42,2025-04-26,04-30-40-03-18-38,"15,200,401.80",0
Grand Lotto 6/55,2025-04-26,47-06-36-11-53-42,"246,834,914.80",0
6D Lotto,2025-04-26,2-7-9-4-2-4,"1,420,216.08",0
Ultra Lotto 6/58,2025-04-25,47-22-44-53-09-08,"49,500,000.00",0
Mega Lotto 6/45,2025-04-25,11-02-40-38-15-24,"16,765,294.80",0
4D Lotto,2025-04-25,6-7-3-7,"83,717.00",11
Super Lotto 6/49,2025-04-24,17-32-34-06-42-20,"16,132,058.40",0
Lotto 6/42,2025-04-24,12-11-37-34-26-13,"11,825,882.60",0
6D Lotto,2025-04-24,9-2-7-7-7-6,"1,151,507.20",0
Mega Lotto 6/45,2025-04-23,21-14-16-33-30-25,"13,231,485.40",0
Grand Lotto 6/55,2025-04-23,13-11-38-34-18-10,"237,731,895.60",0
4D Lotto,2025-04-23,1-0-6-6,"23,104.00",38
Ultra Lotto 6/58,2025-04-22,32-45-05-40-22-04,"49,500,000.00",0
Super Lotto 6/49,2025-04-22,39-42-23-49-25-31,"15,840,000.00",0
Lotto 6/42,2025-04-22,40-13-35-36-12-14,"8,602,455.80",0
6D Lotto,2025-04-22,0-7-8-4-5-4,"619,322.20",0
Mega Lotto 6/45,2025-04-21,42-11-15-33-44-28,"9,946,651.80",0
Grand Lotto 6/55,2025-04-21,09-50-26-30-07-03,"229,362,686.40",0
4D Lotto,2025-04-21,9-6-3-9,"35,616.00",28
Ultra Lotto 6/58,2025-04-20,53-20-11-35-19-37,"49,500,000.00",0
Super Lotto 6/49,2025-04-20,28-16-41-45-30-18,"15,840,000.00",0
Mega Lotto 6/45,2025-04-16,05-01-28-29-44-42,"8,910,000.00",0
Grand Lotto 6/55,2025-04-16,54-08-28-23-52-43,"220,966,382.00",0
4D Lotto,2025-04-16,7-1-5-4,"12,938.00",71
Ultra Lotto 6/58,2025-04-15,27-13-07-14-33-03,"49,500,000.00",0
Super Lotto 6/49,2025-04-15,36-34-22-01-33-37,"15,840,000.00",0
Lotto 6/42,2025-04-15,24-06-29-41-01-07,"5,940,000.00",0
6D Lotto,2025-04-15,8-3-8-5-0-1,"150,000.00",0
Mega Lotto 6/45,2025-04-14,43-04-16-14-10-24,"8,910,000.00",0
Grand Lotto 6/55,2025-04-14,47-14-41-46-51-49,"212,871,732.80",0
4D Lotto,2025-04-14,3-7-2-4,"42,026.00",13
Ultra Lotto 6/58,2025-04-13,47-36-06-12-38-23,"49,500,000.00",0
Super Lotto 6/49,2025-04-13,02-07-06-18-03-35,"15,840,000.00",0
Lotto 6/42,2025-04-12,27-10-18-25-22-06,"5,940,000.00",0
Grand Lotto 6/55,2025-04-12,47-44-45-13-10-50,"205,399,930.00",0
6D Lotto,2025-04-12,2-1-4-2-6-0,"1,186,829.00",1
Ultra Lotto 6/58,2025-04-11,11-38-14-56-40-48,"49,500,000.00",0
Mega Lotto 6/45,2025-04-11,22-24-28-05-07-25,"57,540,190.00",1
4D Lotto,2025-04-11,4-4-7-7,"17,395.00",50
Super Lotto 6/49,2025-04-10,40-36-20-01-35-08,"75,551,009.00",1
Lotto 6/42,2025-04-10,38-41-29-06-16-25,"5,940,000.00",1
6D Lotto,2025-04-10,5-1-7-8-8-0,"836,757.84",0
Mega Lotto 6/45,2025-04-09,43-18-27-15-45-04,"52,575,447.80",0
Grand Lotto 6/55,2025-04-09,19-31-36-45-13-16,"197,827,618.00",0
4D Lotto,2025-04-09,9-8-3-9,"74,151.00",12
Ultra Lotto 6/58,2025-04-08,37-02-48-32-34-12,"49,500,000.00",0
Super Lotto 6/49,2025-04-08,36-39-43-44-49-34,"70,447,519.00",0
Lotto 6/42,2025-04-08,41-28-03-20-35-25,"5,940,000.00",0
6D Lotto,2025-04-08,2-3-3-2-7-8,"370,396.84",0
Mega Lotto 6/45,2025-04-07,05-25-06-26-32-42,"48,497,191.20",0
Grand Lotto 6/55,2025-04-07,35-55-50-47-14-34,"191,435,971.20",0
4D Lotto,2025-04-07,5-1-6-5,"71,521.00",12
Ultra Lotto 6/58,2025-04-06,09-11-02-23-26-07,"223,728,165.20",1
Super Lotto 6/49,2025-04-06,28-26-41-38-44-09,"65,907,081.60",0
Lotto 6/42,2025-04-05,11-10-05-42-24-39,"6,184,178.80",2
Grand Lotto 6/55,2025-04-05,09-10-20-38-55-36,"185,073,166.40",0
6D Lotto,2025-04-05,1-9-2-9-1-6,"3,700,047.00",1
Ultra Lotto 6/58,2025-04-04,17-55-36-04-35-40,"216,198,638.80",0
Mega Lotto 6/45,2025-04-04,28-14-40-34-42-17,"44,217,452.00",0
4D Lotto,2025-04-04,2-2-4-9,"26,396.00",35
Super Lotto 6/49,2025-04-03,36-25-35-37-39-47,"61,432,868.40",0
Lotto 6/42,2025-04-03,42-14-16-39-27-15,"5,940,000.00",0
6D Lotto,2025-04-03,7-6-6-5-8-9,"3,650,047.08",0
Mega Lotto 6/45,2025-04-02,40-34-08-29-39-35,"40,048,054.20",0
Grand Lotto 6/55,2025-04-02,20-08-52-24-05-25,"178,398,282.80",0
4D Lotto,2025-04-02,9-8-2-1,"28,812.00",22
Ultra Lotto 6/58,2025-04-01,02-21-44-08-11-51,"208,185,983.60",0
Super Lotto 6/49,2025-04-01,20-46-26-41-17-43,"56,512,770.80",0
Lotto 6/42,2025-04-01,23-05-39-11-02-07,"19,410,097.00",1
6D Lotto,2025-04-01,7-6-8-9-0-2,"2,994,267.92",0
Mega Lotto 6/45,2025-03-31,37-30-11-26-31-38,"36,058,419.60",0
Grand Lotto 6/55,2025-03-31,50-42-29-45-11-08,"172,158,264.40",0
4D Lotto,2025-03-31,5-9-4-1,"25,862.00",36
Ultra Lotto 6/58,2025-03-30,50-48-30-25-06-33,"201,367,778.80",0
Super Lotto 6/49,2025-03-30,45-21-14-28-18-41,"52,946,905.80",0
Lotto 6/42,2025-03-29,21-02-08-07-05-37,"16,145,344.40",0
Grand Lotto 6/55,2025-03-29,44-16-30-34-54-55,"165,941,975.20",0
6D Lotto,2025-03-29,7-1-4-4-1-5,"2,336,920.64",0
Ultra Lotto 6/58,2025-03-28,09-04-06-51-31-49,"194,155,580.40",0
Mega Lotto 6/45,2025-03-28,28-42-37-07-03-39,"31,994,193.40",0
4D Lotto,2025-03-28,5-3-0-6,"67,588.00",14
Super Lotto 6/49,2025-03-27,24-30-48-39-13-05,"48,711,828.80",0
Lotto 6/42,2025-03-27,30-16-37-35-05-31,"12,655,831.60",0
6D Lotto,2025-03-27,7-2-1-7-5-4,"1,936,522.40",0
Mega Lotto 6/45,2025-03-26,33-02-22-44-03-07,"28,270,941.00",0
Grand Lotto 6/55,2025-03-26,52-33-19-44-21-43,"159,628,582.40",0
4D Lotto,2025-03-26,0-8-7-7,"66,604.00",12
Ultra Lotto 6/58,2025-03-25,41-52-56-38-58-48,"186,807,400.00",0
Super Lotto 6/49,2025-03-25,41-46-43-24-37-12,"44,261,765.20",0
Lotto 6/42,2025-03-25,14-36-35-21-40-10,"9,390,377.60",0
6D Lotto,2025-03-25,6-0-7-4-5-2,"1,556,802.84",0
Mega Lotto 6/45,2025-03-24,14-17-38-01-18-19,"24,600,271.00",0
Grand Lotto 6/55,2025-03-24,21-30-27-38-29-03,"153,619,797.20",0
4D Lotto,2025-03-24,9-9-5-8,"103,569.00",7
Ultra Lotto 6/58,2025-03-23,51-45-40-33-08-27,"180,269,620.40",0
Super Lotto 6/49,2025-03-23,37-11-23-35-36-06,"40,851,208.80",0
Lotto 6/42,2025-03-22,07-32-18-27-12-10,"6,510,878.80",0
Grand Lotto 6/55,2025-03-22,04-29-24-32-12-40,"147,516,381.20",0
6D Lotto,2025-03-22,0-5-4-7-5-1,"973,801.40",0
Ultra Lotto 6/58,2025-03-21,40-45-07-52-21-20,"173,263,799.60",0
Mega Lotto 6/45,2025-03-21,20-31-01-29-45-15,"20,796,402.80",0
4D Lotto,2025-03-21,1-5-0-2,"43,217.00",22
Super Lotto 6/49,2025-03-20,32-01-33-27-05-21,"36,829,309.40",0
Lotto 6/42,2025-03-20,02-14-36-03-15-33,"5,940,000.00",0
6D Lotto,2025-03-20,8-2-5-8-4-9,"388,063.52",0
Mega Lotto 6/45,2025-03-19,38-04-39-44-23-34,"17,138,037.80",0
Grand Lotto 6/55,2025-03-19,16-38-37-25-36-04,"141,037,812.40",0
4D Lotto,2025-03-19,0-2-6-8,"51,787.00",15
Ultra Lotto 6/58,2025-03-18,21-52-23-11-10-05,"165,890,270.80",0
Super Lotto 6/49,2025-03-18,13-10-02-40-29-38,"32,428,638.40",0
Lotto 6/42,2025-03-18,19-02-21-13-16-22,"100,890,109.20",1
6D Lotto,2025-03-18,6-6-3-3-5-6,"321,503.00",2
Mega Lotto 6/45,2025-03-17,34-45-31-40-28-42,"13,678,563.40",0
Grand Lotto 6/55,2025-03-17,06-12-41-34-44-50,"135,222,477.60",0
4D Lotto,2025-03-17,8-7-7-8,"36,376.00",25
Ultra Lotto 6/58,2025-03-16,47-53-50-52-49-22,"160,056,337.20",0
Super Lotto 6/49,2025-03-16,28-07-35-05-31-16,"29,573,368.40",0
Lotto 6/42,2025-03-15,41-04-21-22-17-01,"94,246,294.80",0
Grand Lotto 6/55,2025-03-15,37-34-19-32-39-54,"129,240,435.60",0
6D Lotto,2025-03-15,5-1-5-2-4-7,"231,709.24",0
Ultra Lotto 6/58,2025-03-14,14-44-29-09-31-02,"153,317,306.00",0
Mega Lotto 6/45,2025-03-14,31-01-34-33-22-16,"10,076,090.80",0
4D Lotto,2025-03-14,7-1-8-7,"53,605.00",19
Super Lotto 6/49,2025-03-13,14-30-06-19-38-40,"25,767,600.80",0
Lotto 6/42,2025-03-13,01-35-12-30-42-21,"87,958,304.20",0
6D Lotto,2025-03-13,5-8-1-6-7-4,"4,522,085.00",1
Mega Lotto 6/45,2025-03-12,09-33-30-31-40-17,"8,910,000.00",0
Grand Lotto 6/55,2025-03-12,07-09-17-13-24-35,"123,558,896.00",0
4D Lotto,2025-03-12,8-4-1-7,"17,634.00",18
Ultra Lotto 6/58,2025-03-11,45-21-25-35-11-37,"146,169,189.20",0
Super Lotto 6/49,2025-03-11,41-36-25-47-23-33,"22,413,109.80",0
Lotto 6/42,2025-03-11,13-06-09-21-35-08,"81,270,210.20",0
6D Lotto,2025-03-11,8-0-2-3-9-4,"3,953,197.76",0
Mega Lotto 6/45,2025-03-10,22-30-10-18-33-04,"8,910,000.00",0
Grand Lotto 6/55,2025-03-10,20-13-09-34-01-08,"117,917,202.80",0
4D Lotto,2025-03-10,1-9-4-8,"10,000.00",144
Ultra Lotto 6/58,2025-03-09,04-03-36-23-46-15,"140,360,634.80",0
Super Lotto 6/49,2025-03-09,42-21-07-41-08-04,"19,640,464.00",0
Lotto 6/42,2025-03-08,30-10-22-35-01-40,"75,293,682.40",0
Grand Lotto 6/55,2025-03-08,41-30-23-33-55-42,"112,135,272.80",0
6D Lotto,2025-03-08,1-4-5-3-3-3,"3,347,040.84",0
Ultra Lotto 6/58,2025-03-07,01-29-12-44-30-11,"133,632,410.00",0
Mega Lotto 6/45,2025-03-07,21-30-15-11-41-02,"37,101,441.60",1
4D Lotto,2025-03-07,7-8-1-0,"16,024.00",28
Super Lotto 6/49,2025-03-06,11-31-20-39-18-16,"15,978,767.00",0
Lotto 6/42,2025-03-06,35-42-07-34-03-41,"69,536,644.80",0
6D Lotto,2025-03-06,9-7-3-0-6-6,"2,785,478.68",0
Mega Lotto 6/45,2025-03-05,02-41-11-24-03-36,"32,987,800.80",0
Grand Lotto 6/55,2025-03-05,13-49-48-30-17-03,"106,752,480.00",0
4D Lotto,2025-03-05,1-4-9-4,"55,189.00",19
Ultra Lotto 6/58,2025-03-04,55-34-16-14-01-04,"126,896,986.80",0
Super Lotto 6/49,2025-03-04,25-38-02-03-41-07,"15,840,000.00",0
Lotto 6/42,2025-03-04,12-35-41-25-16-40,"63,341,802.80",0
6D Lotto,2025-03-04,5-2-6-8-9-8,"2,543,102.04",0
Mega Lotto 6/45,2025-03-03,11-22-14-04-40-17,"29,092,478.60",0
Grand Lotto 6/55,2025-03-03,02-28-04-46-11-49,"101,470,284.40",0
4D Lotto,2025-03-03,5-6-3-6,"89,360.00",11
Ultra Lotto 6/58,2025-03-02,02-29-45-11-36-24,"121,106,705.60",0
Super Lotto 6/49,2025-03-02,26-06-24-08-37-25,"15,840,000.00",0
Lotto 6/42,2025-03-01,33-22-31-04-36-07,"57,844,701.40",0
Grand Lotto 6/55,2025-03-01,04-51-41-44-43-31,"96,228,170.20",0
6D Lotto,2025-03-01,8-8-7-5-4-1,"1,813,655.68",0
Ultra Lotto 6/58,2025-02-28,46-24-28-27-56-13,"114,555,462.00",0
Mega Lotto 6/45,2025-02-28,02-17-01-04-39-09,"24,976,503.40",0
4D Lotto,2025-02-28,2-3-1-7,"10,000.00",48
Super Lotto 6/49,2025-02-27,27-42-37-33-09-13,"15,840,000.00",0
Lotto 6/42,2025-02-27,12-36-26-25-37-10,"52,280,573.20",0
6D Lotto,2025-02-27,1-7-0-0-3-9,"1,250,869.92",0
Mega Lotto 6/45,2025-02-26,09-35-25-16-17-08,"20,949,798.80",0
Grand Lotto 6/55,2025-02-26,14-51-28-34-53-22,"91,223,540.20",0
4D Lotto,2025-02-26,2-5-1-7,"10,000.00",97
Ultra Lotto 6/58,2025-02-25,42-10-37-03-15-43,"107,895,063.20",0
Super Lotto 6/49,2025-02-25,15-03-48-49-41-31,"15,840,000.00",0
Lotto 6/42,2025-02-25,34-22-29-35-31-17,"46,479,400.80",0
6D Lotto,2025-02-25,5-6-0-4-3-4,"778,402.00",0
Mega Lotto 6/45,2025-02-24,06-07-45-34-21-20,"17,226,904.20",0
Grand Lotto 6/55,2025-02-24,28-06-11-43-53-13,"86,411,519.00",0
4D Lotto,2025-02-24,1-1-4-6,"22,305.00",43
Ultra Lotto 6/58,2025-02-23,54-36-22-04-31-45,"102,591,752.00",0
Super Lotto 6/49,2025-02-23,40-34-32-26-21-12,"109,545,674.80",1
Lotto 6/42,2025-02-22,41-35-03-20-27-09,"41,681,828.40",0
Grand Lotto 6/55,2025-02-22,04-33-45-23-47-31,"81,787,952.00",0
6D Lotto,2025-02-22,1-9-6-1-7-6,"150,000.00",0
Ultra Lotto 6/58,2025-02-21,12-55-36-10-14-40,"97,588,745.20",0
Mega Lotto 6/45,2025-02-21,36-08-11-43-25-14,"13,567,830.00",0
4D Lotto,2025-02-21,0-6-9-3,"125,393.00",9
Super Lotto 6/49,2025-02-20,46-02-23-24-03-36,"102,517,620.80",0
Lotto 6/42,2025-02-20,26-29-01-11-31-36,"37,004,141.80",0
6D Lotto,2025-02-20,9-9-9-0-9-8,"1,945,056.00",1
Mega Lotto 6/45,2025-02-19,35-06-18-24-10-21,"10,063,924.60",0
Grand Lotto 6/55,2025-02-19,15-21-37-55-49-22,"77,205,840.80",0
4D Lotto,2025-02-19,5-1-9-6,"119,012.00",8
Ultra Lotto 6/58,2025-02-18,09-14-07-13-47-32,"91,945,668.40",0
Super Lotto 6/49,2025-02-18,20-30-21-33-48-13,"96,379,318.80",0
Lotto 6/42,2025-02-18,18-31-09-27-19-01,"32,748,016.00",0
6D Lotto,2025-02-18,5-6-4-1-0-2,"1,187,196.28",0
Mega Lotto 6/45,2025-02-17,34-36-27-26-16-04,"8,910,000.00",0
Grand Lotto 6/55,2025-02-17,11-41-54-49-10-45,"72,550,865.80",0
4D Lotto,2025-02-17,7-6-1-7,"10,584.00",30
Ultra Lotto 6/58,2025-02-16,35-03-53-45-42-13,"87,701,012.80",0
Super Lotto 6/49,2025-02-16,48-37-05-21-24-28,"90,976,680.80",0
Lotto 6/42,2025-02-15,08-14-32-33-02-12,"28,763,896.80",0
Grand Lotto 6/55,2025-02-15,53-46-32-29-44-10,"67,957,926.20",0
6D Lotto,2025-02-15,9-5-7-7-3-4,"661,448.68",0
Ultra Lotto 6/58,2025-02-14,51-38-33-21-16-45,"82,863,060.40",0
Mega Lotto 6/45,2025-02-14,11-06-32-15-21-10,"8,910,000.00",0
4D Lotto,2025-02-14,1-0-3-1,"10,000.00",180
Super Lotto 6/49,2025-02-13,46-13-45-35-26-02,"84,693,264.20",0
Lotto 6/42,2025-02-13,37-05-25-31-18-02,"24,427,207.00",0
6D Lotto,2025-02-13,1-0-1-7-5-6,"150,000.00",2
Mega Lotto 6/45,2025-02-12,13-30-35-12-41-05,"10,260,101.00",1
Grand Lotto 6/55,2025-02-12,07-54-47-32-43-09,"63,459,624.00",0
4D Lotto,2025-02-12,4-3-3-5,"80,316.00",12
Ultra Lotto 6/58,2025-02-11,43-55-21-25-29-35,"77,392,652.20",0
Super Lotto 6/49,2025-02-11,10-46-23-01-48-38,"78,958,642.00",0
Lotto 6/42,2025-02-11,36-09-13-17-19-24,"20,503,257.00",0
6D Lotto,2025-02-11,4-7-1-4-2-4,"746,436.00",1
Mega Lotto 6/45,2025-02-10,39-10-38-16-15-24,"8,910,000.00",0
Grand Lotto 6/55,2025-02-10,53-24-31-50-06-22,"59,066,846.80",0
4D Lotto,2025-02-10,6-9-2-3,"36,769.00",18
Ultra Lotto 6/58,2025-02-09,06-13-26-49-43-41,"73,250,949.60",0
Super Lotto 6/49,2025-02-09,11-02-08-39-16-17,"73,995,464.40",0
Lotto 6/42,2025-02-08,28-34-42-05-17-41,"17,006,843.60",0
Grand Lotto 6/55,2025-02-08,49-07-37-36-31-20,"54,741,316.80",0
6D Lotto,2025-02-08,2-0-5-1-3-9,"696,436.44",0
Ultra Lotto 6/58,2025-02-07,54-47-48-13-08-02,"68,510,537.00",0
Mega Lotto 6/45,2025-02-07,36-34-43-28-07-29,"8,910,000.00",0
4D Lotto,2025-02-07,1-7-8-9,"32,344.00",28
Super Lotto 6/49,2025-02-06,39-13-30-14-35-06,"68,140,582.00",0
Lotto 6/42,2025-02-06,36-06-13-12-23-37,"13,140,942.00",0
6D Lotto,2025-02-06,1-0-4-0-3-6,"214,340.28",0
Mega Lotto 6/45,2025-02-05,07-20-40-13-11-08,"8,910,000.00",2
Grand Lotto 6/55,2025-02-05,24-33-14-43-06-39,"50,296,058.40",0
4D Lotto,2025-02-05,7-3-2-4,"52,156.00",11
Ultra Lotto 6/58,2025-02-04,06-34-32-48-14-23,"63,053,353.20",0
Super Lotto 6/49,2025-02-04,29-28-02-47-42-43,"62,582,774.20",0
Lotto 6/42,2025-02-04,33-19-29-21-04-22,"9,723,773.40",0
6D Lotto,2025-02-04,0-3-1-8-5-2,"150,000.00",2
Mega Lotto 6/45,2025-02-03,31-04-17-07-19-27,"32,244,545.60",1
Grand Lotto 6/55,2025-02-03,35-48-01-18-02-19,"45,903,454.20",0
4D Lotto,2025-02-03,1-9-7-1,"10,000.00",223
Ultra Lotto 6/58,2025-02-02,12-54-30-19-25-48,"58,827,171.00",0
Super Lotto 6/49,2025-02-02,12-11-16-49-28-33,"57,755,477.20",0
Lotto 6/42,2025-02-01,08-29-18-15-38-27,"6,618,790.00",0
Grand Lotto 6/55,2025-02-01,51-21-01-16-33-38,"41,856,704.80",0
6D Lotto,2025-02-01,1-1-6-2-9-0,"4,253,092.00",1
Ultra Lotto 6/58,2025-01-31,12-15-58-16-18-41,"54,094,786.60",0
Mega Lotto 6/45,2025-01-31,15-01-08-33-11-09,"27,638,097.60",0
4D Lotto,2025-01-31,0-2-3-6,"43,039.00",24
Super Lotto 6/49,2025-01-30,28-26-22-37-43-34,"52,176,830.80",0
Lotto 6/42,2025-01-30,42-04-22-28-31-12,"5,940,000.00",0
6D Lotto,2025-01-30,5-8-6-5-4-2,"3,915,295.16",0
Mega Lotto 6/45,2025-01-29,32-24-35-03-39-45,"23,213,925.60",0
Grand Lotto 6/55,2025-01-29,48-29-27-43-17-30,"37,358,785.80",0
4D Lotto,2025-01-29,5-9-2-3,"39,478.00",14
Ultra Lotto 6/58,2025-01-28,54-36-51-56-21-26,"49,500,000.00",0
Super Lotto 6/49,2025-01-28,41-40-16-34-20-28,"46,892,645.00",0
Lotto 6/42,2025-01-28,10-22-31-28-11-14,"13,131,506.60",1
6D Lotto,2025-01-28,3-0-0-2-6-2,"3,150,678.40",0
Mega Lotto 6/45,2025-01-27,43-27-44-45-35-39,"19,139,171.60",0
Grand Lotto 6/55,2025-01-27,20-48-47-10-26-55,"33,497,906.40",0
4D Lotto,2025-01-27,5-6-2-1,"18,396.00",35
Ultra Lotto 6/58,2025-01-26,54-33-42-27-36-26,"49,500,000.00",0
Super Lotto 6/49,2025-01-26,30-02-21-44-05-32,"42,614,160.00",0
Lotto 6/42,2025-01-25,10-12-26-15-27-11,"9,796,810.20",0
Grand Lotto 6/55,2025-01-25,45-22-23-32-03-30,"29,700,000.00",0
6D Lotto,2025-01-25,7-9-4-9-4-4,"2,741,280.76",0
Ultra Lotto 6/58,2025-01-24,17-11-52-25-38-47,"49,500,000.00",0
Mega Lotto 6/45,2025-01-24,35-08-29-26-15-21,"15,038,223.40",0
4D Lotto,2025-01-24,5-0-0-7,"78,425.00",11
Super Lotto 6/49,2025-01-23,02-31-39-16-09-12,"37,685,725.80",0
Lotto 6/42,2025-01-23,20-27-40-16-19-12,"6,217,911.40",0
6D Lotto,2025-01-23,9-7-1-8-6-4,"2,186,836.64",0
Mega Lotto 6/45,2025-01-22,27-45-42-32-17-39,"11,163,509.60",0
Grand Lotto 6/55,2025-01-22,22-52-33-49-02-34,"29,700,000.00",0
4D Lotto,2025-01-22,8-4-0-2,"30,863.00",29
Ultra Lotto 6/58,2025-01-21,43-09-22-39-52-45,"49,500,000.00",0
Super Lotto 6/49,2025-01-21,29-47-44-19-40-32,"32,733,816.00",0
Lotto 6/42,2025-01-21,29-19-35-30-12-15,"5,940,000.00",0
6D Lotto,2025-01-21,9-0-0-2-4-0,"1,740,076.48",0
Mega Lotto 6/45,2025-01-20,33-18-03-19-34-45,"8,910,000.00",0
Grand Lotto 6/55,2025-01-20,47-21-32-40-28-02,"29,700,000.00",0
4D Lotto,2025-01-20,8-3-1-7,"21,076.00",27
Ultra Lotto 6/58,2025-01-19,52-25-05-36-31-30,"49,500,000.00",0
Super Lotto 6/49,2025-01-19,22-31-04-37-20-30,"28,841,246.60",0
Lotto 6/42,2025-01-18,09-13-40-42-14-33,"10,387,166.00",1
Grand Lotto 6/55,2025-01-18,13-34-51-04-22-07,"29,700,000.00",0
6D Lotto,2025-01-18,4-1-9-7-2-4,"1,111,429.24",0
Ultra Lotto 6/58,2025-01-17,45-23-39-53-35-05,"49,500,000.00",0
